name;area_genre;rating;dinner_rating;lunch_rating;dinner_budget;lunch_budget;table;pr
焼肉酒家 李苑;（東新宿 / 焼肉、居酒屋、韓国料理）;3.15;3.06;3.09;￥4,000～￥4,999; ～￥999;32席／個室あり(2人可、4人可、6人可)／全面喫煙可;《完全個室あり》A5ランクの宮崎牛と北海道の北十勝ファームから直接仕入れている熟成肉をご提供しております！お一人様3000円〜のご予算でお楽しみいただけます！《新...
華火;（東新宿 / 寿司、懐石・会席料理、魚介料理・海鮮料理）;-;-;-;￥8,000～￥9,999;-;20席／個室あり(8人可、10～20人可)／全面喫煙可;新宿駅5分！【期間限定】線香”華火”トライアルを実施中！大人のお寿司デートをもっと気楽に楽しめるように、ソファ席を設けたり、接待や会食にもご好評いただいている本格...
新宿 柳苑;（新宿 / 焼肉、ホルモン）;3.18;3.18;-;￥5,000～￥5,999;-;53席／個室あり(2人可、4人可、6人可、8人可、10～20人可)／全面喫煙可;創業15年【極上の炭火焼肉】銘柄にこだわらない"こだわり"･･･A5･A4ランクの極上黒毛和牛を多数ご用意！みすじ/クリ/ザブトンなど稀少部位も◎掘り炬燵やテーブ...
しゃぶ与志;（新宿三丁目 / しゃぶしゃぶ、かに、ステーキ）;3.01;3.01;-;￥8,000～￥9,999;-;37席／個室なし／全面喫煙可;年末年始も休まず営業しております！しゃぶしゃぶ２８５０円、すき焼３０５０円、サーロインステーキ３０５０円より
焼肉いたみ 新宿店;（東新宿 / 焼肉、ホルモン、冷麺）;3.09;3.09;-;￥4,000～￥4,999;-;35席／個室なし／全面喫煙可;10年来の付き合いの信頼ある業者から仕入れたA5黒毛和牛だけをご提供。単品なら3ヶ月熟成させた「タン」や厚さ1.5cm以上の「上ハラミ」を。宴会ならA5和牛尽くし...
やさい農家;（新大久保 / 韓国料理、焼肉、居酒屋）;3.04;3.03;3.01;￥2,000～￥2,999;￥1,000～￥1,999;70席／個室なし／全面喫煙可;カントンの思い出プロデュース・元祖サンパ専門店「やさい農家」 4月30日イケメン通り沿いに堂々オープン！
鶏肉研究所;（新大久保 / 鳥料理、韓国料理、居酒屋）;3.19;3.14;3.06;￥1,000～￥1,999; ～￥999;76席／個室なし／全面喫煙可;カントンの思い出のチキン専門店が新大久保にオープン！ 国産鹿児島のハーブ鶏を使用したジューシー＆ヘルシーなチキン専門店！ その日の新鮮素材を使っておりますので鶏肉...
ささ木;（西武新宿 / 焼鳥、おでん、居酒屋）;-;-;-;￥2,000～￥2,999;-;22席／個室なし／全面喫煙可;
串カツ田中 東新宿店;（東新宿 / 居酒屋、串揚げ・串かつ、うどんすき）;3.04;3.04;-;￥2,000～￥2,999;-;45席／個室なし／全面喫煙可;【ＮＥＷ ＯＰＥＮ】ソースの二度付け禁止・大阪名物伝統の味！3種のコーススタート♪たこ焼き食べ放題or鍋から選べて２ｈ飲み放題付き2480円～3480円★
ブエナ;（東新宿 / バル・バール、ビアホール・ビアレストラン、バー）;3.01;3.01;-;￥2,000～￥2,999;-;25席／個室あり(6人可、8人可)／全面喫煙可;◆２０１５年 秋・ 星空ビアテラスオープン◆ ～秘密の一軒家ＢＡＲ～ カジュアルビストロ 【◆窯焼き・スモーク・ピッツァ ＆ セレクトワイン × 大人の遊び場◆】
トンタイ2;（東新宿 / タイ料理、タイカレー、しゃぶしゃぶ）;3.34;3.33;3.05;￥2,000～￥2,999; ～￥999;82席／個室なし／全面喫煙可;一度足を踏み入れると、そこはアジアンテイスト×クラブ仕様♪地下1Fの貸切は8名様～最大50名様まで収容可能！料理は現地の食材をふんだんに使用♪体の温まるスパイシー...
Saikabo;（東新宿 / 韓国料理、韓国鍋、自然食）;3.00;3.01;-;￥5,000～￥5,999;￥1,000～￥1,999;60席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可)／分煙;薬食同源という考え方を大切にしています。
Pizzeria LUMEN;（東新宿 / ピザ、イタリアン、パスタ）;3.54;3.54;3.01;￥5,000～￥5,999;-;19席／個室なし／全面喫煙可;天然酵母を使用した生地の、ルメンでしか味わえない特別なナポリピッツァをお楽しみいただけます。
矢島ロック 新宿店;（西武新宿 / 居酒屋、魚介料理・海鮮料理、鍋（その他））;-;-;-;-;-;28席／個室あり(10～20人可)／全面喫煙可;和、洋、中の種類豊富な様々なメニューを取り揃えております。歌舞伎町とは、思えない居心地のいい空間とカラオケ付個室で心ゆくまで楽しんで下さい。
ロック居酒屋 ハリケーン;（西武新宿 / 居酒屋、魚介料理・海鮮料理、日本酒）;-;-;-;￥4,000～￥4,999;-;17席／個室なし／全面喫煙可;♠♡♣◊COOKIN’ROLL♤♥♧♦東北出身のバンドマンが心を込めてお創りする新感覚和食ロック居酒屋！！！産地直送の新鮮な魚をメインに、明るく・楽しく・（激しく...
いけす無門 新宿;（西武新宿 / 居酒屋、魚介料理・海鮮料理、豚しゃぶ）;3.00;-;3.00;￥6,000～￥7,999;￥1,000～￥1,999;130席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可)／分煙;【7月1日リニューアルOPEN!】店内巨大生け簀に圧巻！獲れたて捌きたて絶品活魚! 刺身でも寿司でもOK。
風の蔵;（東新宿 / ダイニングバー、イタリアン、スペイン料理）;3.02;3.02;-;￥4,000～￥4,999;-;45席／個室あり(2人可、8人可、10～20人可)／分煙;忘年会団体様！貸切個室8～15名様、1階フロア貸切20〜30名様、一棟まるごと50名様までご相談ください。東新宿宴会パーティーは裏道に佇むお洒落な大人の隠れ家空間...
韓国家庭料理 鐘路本家;（西武新宿 / 韓国料理、焼肉、居酒屋）;3.15;3.12;3.06;￥3,000～￥3,999;￥1,000～￥1,999;100席／個室あり(30人以上可)／全面喫煙可;新大久保での豚肉食べ放題なら、18年の元祖「鐘路本家」（ジョンノボンガ）
すごい煮干ラーメン凪 新宿ゴールデン街店別館;（西武新宿 / ラーメン、つけ麺）;3.66;3.57;3.65; ～￥999; ～￥999;18席／個室なし／完全禁煙;ゴールデン街の『煮干ラーメン』専門店
廿;（東新宿 / 居酒屋、ダイニングバー、日本酒）;-;-;-;￥3,000～￥3,999;-;19席／個室なし／全面喫煙可;【メジャーシーンで一世を風靡したアーティストが手掛ける創作居酒屋】手作りのお食事を、落ち着いた空間で。
ちゃっちゃか 新宿ゴールデン街店;（新宿三丁目 / ラーメン）;3.00;3.00;-; ～￥999;-;7席／個室なし／全面喫煙可;新宿ゴールデン街の『魚介味噌、激辛魚介味噌ラーメン』専門店 朝まで営業推進中！！詳しくは食べログの今月のお知らせをご確認ください。
百済;（新宿三丁目 / 焼肉、韓国料理、居酒屋）;3.27;3.20;3.09;￥5,000～￥5,999; ～￥999;100席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可)／全面喫煙可;【新宿駅近】◆全席個室◆新宿に佇むお忍び一軒家ダイニング◆ 新宿で焼肉なら当店で◎ 贅沢を極めた厳選黒毛和牛をご堪能。本場のお客様が足しげく通う本物の味をご提供。...
近江源氏;（西武新宿 / しゃぶしゃぶ、すき焼き、郷土料理（その他））;3.23;3.23;3.00;￥6,000～￥7,999;-;100席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可)／全面喫煙可;本場直送の最高級近江牛肉の繊細な舌触りと風味を心を込めた源氏の味でご賞味ください。
スコール 新宿店;（東新宿 / ステーキ、カフェ、ケーキ）;3.21;3.07;3.19;￥2,000～￥2,999;￥1,000～￥1,999;160席／個室あり(10～20人可、20～30人可、30人以上可)／分煙;新宿でステーキレストランとスイーツカフェが24時間楽しめます！ケーキはテイクアウトもＯＫ♪【宴会】【貸切パーティー】【女子会】【誕生日会】【同窓会】【昼宴会】に人気！
ミスタークイ;（東新宿 / 韓国料理、焼肉、韓国鍋）;3.06;3.06;-;￥2,000～￥2,999;￥1,000～￥1,999;48席／個室なし／全面喫煙可;韓国で話題沸騰の『チーズスペアリブ』専門店が日本初上陸！！ TBSの王様のブランチでも取り上げられた、絶品のチーズスペアリブをご堪能ください。
esora;（東新宿 / 鍋（その他））;3.06;3.06;-;￥5,000～￥5,999;-;30席／個室あり／全面喫煙可;おいしいカレー鍋と豊富なメニュー！！
黒鳥の湖;（西武新宿 / ダイニングバー、バー、パブ）;3.02;3.02;-;￥5,000～￥5,999;-;130席／個室なし／全面喫煙可;歌舞伎町で30年。今なお進化し続けるエンタメの原点のニューハーフショーレストランを・・・。。お得なセットコースも5500円～ご用意してます！お誕生日サプライズ満載！！
ぎょぎょぎょ;（東新宿 / 居酒屋、魚介料理・海鮮料理、鍋（その他））;-;-;-;￥4,000～￥4,999;-;40席／個室あり(4人可、6人可、8人可)／全面喫煙可;美味しい驚き！ 【ぎょぎょぎょ】のお洒落な空間でこだわり料理の数々を堪能
ゴシップ;（新宿三丁目 / バー、イタリアン、ダイニングバー）;-;-;-;￥3,000～￥3,999;-;30席／個室あり(8人可)／全面喫煙可;新宿東口徒歩5分 、誕生日会は圧倒的人気フレアショー・マジックサプライズ 夢みたいな夢じゃない空間。流行りはいつもgossipから。
つるとんたん 新宿店;（西武新宿 / うどん、懐石・会席料理、居酒屋）;3.46;3.32;3.25;￥2,000～￥2,999;￥1,000～￥1,999;110席／個室あり／分煙;“つる”と食せるおうどんは“とん”と打ち“たん”と切った関西風味のおうどん 新宿店のコンセプトは『音と食』。
先斗町 新宿本店;（東新宿 / しゃぶしゃぶ、居酒屋、水炊き）;3.14;3.14;-;￥3,000～￥3,999;-;31席／個室なし／全面喫煙可;【新宿で京都を体験！！】誰もがくつろげる庶民派京風居酒屋、カウンターとお座敷が一つになった店内の造りが居心地のいい空間を～ちゃぶ台を囲んで和気あいあい♪不思議と会...
restaurant G;（東新宿 / イタリアン、フレンチ、ビストロ）;3.00;-;3.00;￥5,000～￥5,999; ～￥999;118席／個室なし／完全禁煙;一流シェフ×一流デザイナーのコラボ。新宿の奥に潜むデザイナーズホテル内に、リーズナブルなカジュアルフレンチ＆イタリアン。好評のビュッフェ付ランチメニューも大幅に変...
ヘオちゃん 新大久保本店;（新大久保 / ベトナム料理、焼肉、定食・食堂）;3.02;3.06;3.01;￥2,000～￥2,999; ～￥999;個室なし／全面喫煙可;本格ベトナム料理と焼肉が同時に味わえる店NEW OPEN★
クラブ＆ダイニングバー BUMP;（新宿三丁目 / バー・お酒（その他）、居酒屋・ダイニングバー（その他）、無国籍料理）;-;-;-;￥2,000～￥2,999;-;35席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可)／全面喫煙可;【食べログ限定】忘年会貸切パーティを申込と、飲み放題メニューにシャンパンも飲み放題がプラスになる！１次会でも、２次会でも！１人２０００円～ご用意！
焼肉 しまにく;（西武新宿 / 焼肉、ホルモン、居酒屋）;-;-;-;￥4,000～￥4,999;-;6席／個室なし／全面喫煙可;本日、１２／８（火）朝６時まで元気に営業中‼︎ ※まだお席有ります！
月桜;（東新宿 / 居酒屋）;-;-;-;￥2,000～￥2,999;-;;新宿・歌舞伎町に店を構える酒楽遊膳 月桜。 月光に浮かぶ桜の様に、新宿の夜を上品かつ雅に映す大人の空間が広がる。
とらふぐ亭 新宿別館;（西武新宿 / ふぐ、鍋（その他）、和食（その他））;3.03;3.03;-;￥6,000～￥7,999;￥1,000～￥1,999;90席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可)／分煙;名物捌きたてのピクピク動くとらふぐ料理！ ◆国産とらふぐ料理を囲む、ちょっと贅沢な忘年会・新年会・お食事・宴会はとらふぐ亭で◆
カラオケ パセラスイート 新宿アイランド店;（西武新宿 / 居酒屋・ダイニングバー（その他）、無国籍料理、バー）;-;-;-;-;-;80席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可)／全面喫煙可;新宿の可愛いパセラ、我が家のように寛げるお部屋がコンセプト。 カラオケ、オフ会、DVD、スポーツ観戦、パーティーならパセラスイート新宿アイランド店へ。
広島風お好み 鉄板焼き 友;（新宿三丁目 / お好み焼き、鉄板焼き、ステーキ）;3.16;3.16;-;￥3,000～￥3,999;-;20席／個室なし／全面喫煙可;都心にいる事を忘れてしまう程、落ち着きと安らぎを得られる、至福の癒し空間 “隠れ家鉄板Ｄｉｎｉｎｇ”
キートス;（東新宿 / ハンバーガー、バル・バール、ダイニングバー）;3.02;3.02;-;￥2,000～￥2,999;-;25席／個室なし／全面喫煙可;自家製！！グルメバーガーとワイン、クラフトビールを楽しむならKiitos!!!!!!!!!
朋ちゃん;（新大久保 / 韓国鍋、韓国料理、水炊き）;-;-;-;￥2,000～￥2,999; ～￥999;56席／個室あり(6人可、8人可、10～20人可、20～30人可)／分煙;新大久保駅にニューオープン！！ ■サムギョプサル＆タッカンマリの店！！ ■鹿児島黒豚使用の特選上サムギョプサルも必見！！
旬彩 新宿;（西武新宿 / 居酒屋、魚介料理・海鮮料理、和食（その他））;3.07;3.07;-;￥4,000～￥4,999;-;38席／個室あり(2人可、4人可、6人可、8人可、10～20人可)／全面喫煙可;歌舞伎町にある本格和食居酒屋。ここでしか味わえない厳選食材や銘酒を是非どうぞ。まさに『大人の隠れ家』朝〆鮮魚や極上馬刺しなど、リピーター率80％を超える人気店!!...
Bar Force 歌舞伎町店 ;（東新宿 / バー、ビアバー、パブ）;-;-;-;￥3,000～￥3,999;-;15席／個室なし／全面喫煙可;朝までワイワイ楽しもう！ ワインやカクテル・焼酎の飲み放題にカラオケもOK！
モイセ;（新大久保 / 韓国料理、焼肉、居酒屋）;3.12;3.08;3.04;￥2,000～￥2,999; ～￥999;50席／個室あり(20～30人可)／全面喫煙可;【新大久保駅から3分】☆テレビでも紹介された人気焼肉店☆超ド迫力の美味しい肉・・・サムギョプサルをはじめ、炭火焼肉・韓国料理なら、すべてモイセにお任せ！
韓男子;（東新宿 / バー）;-;-;-;￥2,000～￥2,999;-;20席／個室なし／全面喫煙可;お気軽にどうぞ～～～ See you soon......
ビーダブリュー カフェ;（東新宿 / そば、イタリアン、バル・バール）;3.46;3.27;3.21;￥3,000～￥3,999; ～￥999;29席／個室なし／完全禁煙;当日予約歓迎♪忘年会・各種パーティに♪今なら食事も充実の２ｈ飲み付き放題コースがクーポン利用で￥4000→￥3500（税込）！
live cafe G;（東新宿 / カフェ、ダイニングバー、喫茶店）;-;-;-;￥1,000～￥1,999;￥1,000～￥1,999;28席／個室なし／分煙;新宿歌舞伎町★ガーデンテラス席あり★こだわりのコーヒーと心地よい音楽が自慢のカフェです♪
世界の山ちゃん 新宿花園店;（新宿三丁目 / 居酒屋、鳥料理、鍋（その他））;3.03;3.03;-;￥2,000～￥2,999;-;100席／個室あり／分煙;クセになること間違いなし！世界の山ちゃんの幻の手羽先！
豚かん;（東新宿 / 韓国料理、焼肉、韓国鍋）;3.21;3.18;3.04;￥2,000～￥2,999; ～￥999;110席／個室あり(30人以上可)／全面喫煙可;こだわりのバルツバイン豚を使った【サムギョプサル】の食べ放題が2,160円 ! 忘年会と新年会は飲み放題込みで3600円、辛い鍋【ガムジャタン】、貸し切り対応
ステーキてっぺい 新宿店;（西武新宿 / 鉄板焼き、居酒屋、ステーキ）;3.15;3.15;-;￥4,000～￥4,999;-;36席／個室あり(6人可)／全面喫煙可;2015年9月5日 NEW OPEN！ガツン!とこだわり調理法で肉を喰らう｢ステーキてっぺい｣!個室×モニター完備!忘年会・新年会・飲み会にご利用を!
とん豚テジ 新宿店;（西武新宿 / 韓国料理、焼肉、居酒屋）;3.31;3.31;-;￥3,000～￥3,999;-;77席／個室なし／全面喫煙可;☆【特別イベント】食べログクーポンご利用で１２月７日（日）～１０日（木） 乾杯１杯ドリンク無料 ＋海鮮チヂミサービス ☆【年中無休】１２月３０日、３１日、１月１日...
TEJI TOKYO 本店;（東新宿 / 韓国料理、焼肉、もつ鍋）;3.54;3.54;3.01;￥4,000～￥4,999;-;50席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可)／全面喫煙可;メディア殺到の韓国料理店☆最高級ブランド豚をブロック肉にてご提供‼︎韓国式もつ鍋、牛プルコギ鍋あります☆忘年会・新年会ご予約承ります☆個室・半個室有ります!!
すしざんまい 東新宿店;（東新宿 / 寿司、魚介料理・海鮮料理、海鮮丼）;3.14;3.09;3.09;￥3,000～￥3,999;￥1,000～￥1,999;66席／個室なし／分煙;11月4日（水）より、冬の旨いもの市 実施！！（～12月18日･金）まで
おかん;（東新宿 / お好み焼き、鉄板焼き、ダイニングバー）;3.07;3.07;-;￥3,000～￥3,999;-;28席／個室あり(4人可、6人可)／全面喫煙可;■歓送迎会承ります♪■飲み放題あり！！！お客様のご要望をできる限りやりますので、なんなりとお伝え下さい。
さんぱ家;（新大久保 / 韓国料理）;3.33;3.33;3.02;￥2,000～￥2,999;￥1,000～￥1,999;60席／個室あり(2人可、4人可、6人可、10～20人可)／全面喫煙可;「韓国風の料理」ではなく、本場の韓国料理を召し上がっていただきたい。 「さんぱ家」は韓国出身の料理長が本物にこだわりぬいた韓国料理を提供しています。 日本にさんぱ...
南国亭 新宿店;（新宿三丁目 / 居酒屋、中国鍋・火鍋、四川料理）;3.09;3.10;3.00;￥3,000～￥3,999; ～￥999;100席／個室あり(10～20人可、20～30人可、30人以上可)／全面喫煙可;●忘新年会や各種ご宴会などに最適♪個室もご用意しております♪ ●宴会幹事様特典有 ●当店一番人気！超お得♪１００種中華食べ＋飲み放題
沖縄パラダイス;（東新宿 / 沖縄料理、居酒屋、ダイニングバー）;3.35;3.35;-;￥3,000～￥3,999;￥1,000～￥1,999;60席／個室なし／全面喫煙可;【新宿・沖縄料理】島唄と沖縄料理で、新宿で沖縄そのまんま！コース10品3700円⇒3300円！2時間半！コース以外は週末も時間制限無し！う～ん沖縄タイムだねぇ～♪
ベリー ベリー スープ アパホテル東新宿歌舞伎町店;（東新宿 / スープ、パスタ、カフェ）;3.05;-;3.05; ～￥999; ～￥999;20席／個室なし／完全禁煙;しあわせは一杯のスープから♪
野郎寿司 本店;（東新宿 / 寿司）;3.40;3.21;3.24;￥4,000～￥4,999; ～￥999;37席／個室あり(2人可、4人可、8人可)／全面喫煙可;今宵は旨い肴で舌鼓！歌舞伎町で営業すること30年の老舗寿司。マグロはすべて築地直送の脂が乗った本マグロを使用し、米は味がまろやかなくりこま高原米を使用。個室も2名...
デ～ハンミング;（東新宿 / 韓国料理、焼肉）;3.02;3.02;3.00;￥3,000～￥3,999;-;60席／個室なし／全面喫煙可;大久保ドンキすぐ！韓国の有名人のサインが目印！有名韓国料理店！
ジョンノ飯店;（西武新宿 / 焼肉、韓国料理、ホルモン）;3.02;3.00;3.02;￥3,000～￥3,999; ～￥999;70席／個室あり(8人可)／全面喫煙可;ボリューム満足！豚肉の盛り合わせ1人前320g、980円。やすっ！！人気NO．1！！最大70人まで入店可能！広い店、居心地の良い空間、個室完備。韓国の人気料理をす...
やきとり栄ちゃん;（西武新宿 / 焼鳥、居酒屋、丼もの（その他））;-;-;-;-;-;20席／個室なし／全面喫煙可;赤ちょうちんが目印の焼き鳥屋！都心新宿にニューオープン☆普段使いのできる焼き鳥居酒屋を目指しております。
ワイズ キッチン;（東新宿 / 韓国料理、ダイニングバー、フレンチ）;-;-;-;￥3,000～￥3,999; ～￥999;26席／個室なし／全面喫煙可;東新宿駅A1口から徒歩3分のフレンチレストラン。科学調味料を一切使わない素材そのものの味を活かしたオーガニック料理をお楽しみ下さい。
カーサデルマーレ;（西武新宿 / イタリアン、ピザ、パスタ）;3.07;3.07;-;￥2,000～￥2,999;-;35席／個室なし／全面喫煙可;本格窯焼きピザがワンコインで楽しめる。パーティーにぴったりな本格イタリアンバル
キュウパキュウパ;（新大久保 / 韓国料理、韓国鍋、居酒屋）;3.02;3.01;3.01;￥2,000～￥2,999; ～￥999;80席／個室あり(20～30人可)／全面喫煙可;日本初上陸、NEWタイプの鉄板料理を９８０円で３種類のメニューを満喫！！！
光林坊 本店;（西武新宿 / 居酒屋、しゃぶしゃぶ、懐石・会席料理）;3.00;3.00;-;￥10,000～￥14,999;-;88席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可)／全面喫煙可;【JR新宿駅 徒歩7分】豪華食材と和牛炙りにぎり付き極上松阪牛しゃぶしゃぶコースが大人気です。
KollaBo 新大久保店;（新大久保 / 韓国料理、焼肉、居酒屋）;3.22;3.16;3.13;￥3,000～￥3,999; ～￥999;50席／個室なし／全面喫煙可;◆『食べログ 銀座 韓国料理１位（３．５７点）』ランクのKollaBoがイケメン通りにNEW OPEN！◆250年伝統を誇る韓国本場の14老舗有名店の究極の料理が...
遊牧 新宿店;（西武新宿 / 焼肉、ホルモン、韓国料理）;3.26;3.26;-;￥5,000～￥5,999;-;125席／個室あり(4人可、6人可、8人可、10～20人可)／全面喫煙可;真夏の山形は盆地特有の暑さのため牛も代謝がよく最上の霜降り。 丸1頭セリ落とし30日間吊るし発酵乾燥熟成させた肉質最高の状態をご賞味ください
ヤンガ ソルロンタン;（新大久保 / 韓国料理、スープ、居酒屋）;3.15;3.15;-;￥2,000～￥2,999;￥1,000～￥1,999;20席／個室なし／全面喫煙可;新大久保〜初〜唯一のソルロンタンスープ専門店
肉泥棒;（東新宿 / 居酒屋、焼肉、ホルモン）;3.04;3.04;-;￥2,000～￥2,999; ～￥999;17席／個室なし／全面喫煙可;【新大久保徒歩7分】ふらっと寄れる焼肉居酒屋！市場直送◆近江牛が食べられるお店
新　オッと屋;（西武新宿 / ダイニングバー、東南アジア料理（その他））;3.01;3.01;-;￥3,000～￥3,999;-;33席／個室なし／分煙;【2013年10月3日リニューアルオープン】歌舞伎町のモンゴル料理と言えば・・・「新 オッと屋」！！モンゴル衣装の貸出も行っております★日本とは思えない空間をお楽...
クッチーナ デル カンポ;（東新宿 / イタリアン、パスタ、ピザ）;3.01;3.03;3.04;￥4,000～￥4,999;￥1,000～￥1,999;110席／個室あり(6人可)／分煙;≪地下鉄新宿三丁目駅 E1番出口 徒歩4分♪≫窯焼き・グリルを用いた料理を提供する本格イタリアン＆ナポリピッツァのお店！豊富なアラカルトとお得なパーティープラン・...
韓国家庭料理 イタロー;（新大久保 / 焼肉、韓国料理、居酒屋）;3.07;3.05;3.02;￥2,000～￥2,999; ～￥999;12席／個室あり(2人可、4人可、6人可、8人可)／全面喫煙可;鹿児島産「生サムギョプサル」「韓国一品料理」食べ放題＋全種類飲み放題3700円 2名様～ＯＫ！！韓流人気カリカチュア店内に描かれている。東方神起個室！人気NO．1...
grib;（東新宿 / 居酒屋、ダイニングバー、カフェ）;-;-;-;￥2,000～￥2,999; ～￥999;29席／個室あり(6人可)／全面喫煙可;【新宿にリニューアルオープン！】こだわりの料理を落ち着いた雰囲気の空間でお楽しみください♪
がんこ 新宿山野愛子邸;（東新宿 / 寿司、懐石・会席料理、天ぷら）;3.17;3.05;3.12;￥5,000～￥5,999;-;178席／個室あり／分煙;【地下鉄東新宿駅より徒歩6分】本格懐石から上方寿司大阪のソウルフードがここにあり。上方寿司と本格和食で手軽に個室でご利用いただけます。
マスターズクラブ;（西武新宿 / バー、スポーツバー、居酒屋・ダイニングバー（その他））;-;-;-;￥3,000～￥3,999;-;40席／個室なし／分煙;新宿歌舞伎町で貸切パーティ！ダーツ、カラオケ使い放題です。
朱華;（東新宿 / 鉄板焼き、ステーキ、焼肉）;3.06;3.06;-;￥10,000～￥14,999;-;36席／個室あり(2人可)／分煙;日本三大和牛 “松阪牛”を筆頭に鉄板歴２７年のベテランシェフが目利きした最高格付け【A-5】の黒毛和牛をご用意しております。新宿は歌舞伎町で１３年間続く朱華 Ha...
カントンの思い出 新大久保店;（新大久保 / 韓国料理、焼肉、居酒屋）;3.39;3.33;3.09;￥2,000～￥2,999; ～￥999;70席／個室なし／全面喫煙可;一歩店内に入ると、そこはまるで別世界。変わらぬ人気！カントンの思い出！！美味しい韓国屋台料理をお楽しみください♪
湛山;（新宿三丁目 / ステーキ、鉄板焼き、牛料理）;3.29;3.29;-;￥8,000～￥9,999;-;26席／個室あり(2人可、4人可、6人可、8人可)／分煙;最高峰A-5ランクの最高級和牛を使用 アワビ・フォアグラ・厳選オマール海老等を華麗に調理 新宿でのデートや接待にオススメ！ 贅沢な食材を味わえるステーキダイニング
しゃぶ叙 本店;（西武新宿 / しゃぶしゃぶ、割烹・小料理、魚介料理・海鮮料理）;3.50;3.50;-;￥6,000～￥7,999;-;88席／個室あり(2人可、4人可、6人可、8人可、10～20人可)／全面喫煙可;「叙々苑姉妹店のしゃぶしゃぶ専門店」 黒毛和牛A5肉とピリ辛風味のゴマだれがリーズナブルなご予算で！
韓国家庭料理 トマト;（新大久保 / 韓国料理、居酒屋、韓国鍋）;3.22;3.22;3.00;￥1,000～￥1,999;-;80席／個室あり(6人可、8人可)／全面喫煙可;『ランチオープン！！』新大久保駅徒歩5分♪毎日イベント開催中！ 韓国人留学生いきつけＮＯ．１のお店 日本にいながら韓国の雰囲気を感じたい方は「トマト」で決まり♪お...
虎家;（東新宿 / 魚介料理・海鮮料理、もつ鍋、そば）;3.02;3.02;-;￥3,000～￥3,999;-;60席／個室あり(10～20人可)／全面喫煙可;ご宴会でのご利用も大歓迎です！20名様までゆったりのお座敷席などご用意しております。 新潟の郷土料理を新潟の食材を中心に使用しご用意しております。新潟出身の大将が...
ステラ;（新宿三丁目 / バイキング、洋食、カレーライス）;3.10;-;3.10;￥4,000～￥4,999;￥1,000～￥1,999;54席／個室なし／完全禁煙;☆ﾎﾃﾙﾗﾝﾁﾌﾞｯﾌｪ【平日】1,620円→1,350円 ★ﾃﾞｨﾅｰ【完全貸切】ﾌﾞｯﾌｪｽﾀｲﾙ宴会ｺｰｽ 20名様～50名様まで♪4320円飲み放題込み！...
yakitori　鷆;（東新宿 / 焼鳥、居酒屋、鳥料理）;3.11;3.11;-;￥3,000～￥3,999;-;21席／個室なし／全面喫煙可;抜弁天の大人の隠れ家「yakitori 鷆」です。 鳥取県産の大山鶏を使用した焼き鳥を是非ご賞味ください。
幸永 職安通り店;（西武新宿 / 焼肉、ホルモン、韓国料理）;3.38;3.38;-;￥4,000～￥4,999;-;66席／個室なし／全面喫煙可;全てのホルモン通をうならせる全国区の有名店!! 他店にはない品も多数取揃え、これぞ本格焼肉･ホルモン屋!!
茶茶花;（新宿三丁目 / 京料理、和食（その他）、居酒屋）;3.41;3.41;-;￥4,000～￥4,999;-;110席／個室あり(6人可、8人可)／分煙;和の落ち着いた空間で心温まるおばんざい料理をお召し上がり下さい。人気の個室もございます。大切な方の記念日、接待、女子会など様々なシチュエーションにご対応致します。
小肥羊 新宿店;（西武新宿 / 中国鍋・火鍋、しゃぶしゃぶ、中華料理）;3.46;3.46;-;￥4,000～￥4,999;-;138席／個室あり(6人可、8人可、10～20人可)／分煙;●本場中国で数百店舗展開する最大級の火鍋専門店 ●個室・半個室が充実！2名様～最大20名様まで ●JR新宿駅 東口 徒歩5分
イル・ピッチョーネ;（東新宿 / イタリアン、パスタ、ピザ）;3.19;3.18;3.02;￥4,000～￥4,999; ～￥999;85席／個室あり(10～20人可、20～30人可、30人以上可)／分煙;東新宿に佇む本格イタリアン。忘年会やウェディングの２次会、各種貸切パーティにうってつけ。クリスマスディナーのご予約も受付中。
とめ手羽 新宿店;（新宿三丁目 / 居酒屋、鳥料理、馬肉料理）;3.05;3.05;-;￥3,000～￥3,999;-;72席／個室なし／全面喫煙可;全国からあげグランプリ【手羽先部門】最高金賞受賞☆鮮度抜群の＜極上馬刺＞や＜博多もつ鍋＞など九州料理が勢揃い!!
小さな鉄板焼き 小高屋;（東新宿 / 鉄板焼き、ステーキ、野菜料理）;-;-;-;￥3,000～￥3,999;-;12席／個室なし／分煙;【西武新宿駅徒歩3分】リーズナブルに楽しめる鉄板焼き店。コースは4000円〜。朝7時まで営業
